sample_id,disaster_event,selected,reason
hurricane-michael_00000003,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000004,hurricane-michael,no,not_selected
hurricane-michael_00000005,hurricane-michael,no,not_selected
hurricane-michael_00000008,hurricane-michael,no,not_selected
hurricane-michael_00000009,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000010,hurricane-michael,no,not_selected
hurricane-michael_00000011,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000012,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000013,hurricane-michael,no,not_selected
hurricane-michael_00000014,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000016,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000017,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000020,hurricane-michael,no,not_selected
hurricane-michael_00000021,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000024,hurricane-michael,no,not_selected
hurricane-michael_00000025,hurricane-michael,no,not_selected
hurricane-michael_00000028,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000029,hurricane-michael,no,not_selected
hurricane-michael_00000034,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000035,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000036,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000038,hurricane-michael,no,not_selected
hurricane-michael_00000039,hurricane-michael,no,not_selected
hurricane-michael_00000040,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000041,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000043,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000044,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000045,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000046,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000047,hurricane-michael,no,not_selected
hurricane-michael_00000048,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000049,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000050,hurricane-michael,no,not_selected
hurricane-michael_00000051,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000052,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000053,hurricane-michael,no,not_selected
hurricane-michael_00000056,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000058,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000059,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000060,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000061,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000066,hurricane-michael,no,not_selected
hurricane-michael_00000067,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000068,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000072,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000075,hurricane-michael,no,not_selected
hurricane-michael_00000076,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000077,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000078,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000081,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000083,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000085,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000087,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000088,hurricane-michael,no,not_selected
hurricane-michael_00000090,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000092,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000093,hurricane-michael,no,not_selected
hurricane-michael_00000094,hurricane-michael,no,not_selected
hurricane-michael_00000096,hurricane-michael,no,not_selected
hurricane-michael_00000097,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000098,hurricane-michael,no,not_selected
hurricane-michael_00000099,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000100,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000101,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000102,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000103,hurricane-michael,no,not_selected
hurricane-michael_00000104,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000109,hurricane-michael,no,not_selected
hurricane-michael_00000110,hurricane-michael,no,not_selected
hurricane-michael_00000112,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000118,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000119,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000120,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000122,hurricane-michael,no,not_selected
hurricane-michael_00000124,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000125,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000130,hurricane-michael,no,not_selected
hurricane-michael_00000133,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000134,hurricane-michael,no,not_selected
hurricane-michael_00000135,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000136,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000137,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000141,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000142,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000143,hurricane-michael,no,not_selected
hurricane-michael_00000144,hurricane-michael,no,not_selected
hurricane-michael_00000145,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000146,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000147,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000150,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000151,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000152,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000153,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000154,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000156,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000157,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000158,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000159,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000162,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000165,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000166,hurricane-michael,no,not_selected
hurricane-michael_00000167,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000170,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000172,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000174,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000175,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000177,hurricane-michael,no,not_selected
hurricane-michael_00000180,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000181,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000183,hurricane-michael,no,not_selected
hurricane-michael_00000184,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000187,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000188,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000189,hurricane-michael,no,not_selected
hurricane-michael_00000192,hurricane-michael,no,not_selected
hurricane-michael_00000195,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000196,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000199,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000200,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000202,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000204,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000205,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000206,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000207,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000208,hurricane-michael,no,not_selected
hurricane-michael_00000210,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000211,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000212,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000214,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000216,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000217,hurricane-michael,no,not_selected
hurricane-michael_00000219,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000220,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000222,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000224,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000225,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000228,hurricane-michael,no,not_selected
hurricane-michael_00000230,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000231,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000233,hurricane-michael,no,not_selected
hurricane-michael_00000234,hurricane-michael,no,not_selected
hurricane-michael_00000236,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000238,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000239,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000240,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000241,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000243,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000244,hurricane-michael,no,not_selected
hurricane-michael_00000246,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000247,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000248,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000249,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000250,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000251,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000252,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000253,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000257,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000258,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000260,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000261,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000263,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000265,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000266,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000267,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000268,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000269,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000271,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000272,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000273,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000275,hurricane-michael,no,not_selected
hurricane-michael_00000276,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000281,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000283,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000284,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000285,hurricane-michael,no,not_selected
hurricane-michael_00000286,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000287,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000289,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000290,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000292,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000293,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000294,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000295,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000296,hurricane-michael,no,not_selected
hurricane-michael_00000299,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000300,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000301,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000302,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000303,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000304,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000305,hurricane-michael,no,not_selected
hurricane-michael_00000306,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000307,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000308,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000309,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000310,hurricane-michael,no,not_selected
hurricane-michael_00000311,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000312,hurricane-michael,no,not_selected
hurricane-michael_00000313,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000315,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000319,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000322,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000323,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000324,hurricane-michael,no,not_selected
hurricane-michael_00000325,hurricane-michael,no,not_selected
hurricane-michael_00000326,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000328,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000329,hurricane-michael,no,not_selected
hurricane-michael_00000330,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000331,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000333,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000334,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000337,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000338,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000339,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000340,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000341,hurricane-michael,no,not_selected
hurricane-michael_00000343,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000344,hurricane-michael,no,not_selected
hurricane-michael_00000345,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000347,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000348,hurricane-michael,no,not_selected
hurricane-michael_00000349,hurricane-michael,no,not_selected
hurricane-michael_00000351,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000353,hurricane-michael,no,not_selected
hurricane-michael_00000355,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000356,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000357,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000358,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000359,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000360,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000361,hurricane-michael,no,not_selected
hurricane-michael_00000362,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000365,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000367,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000369,hurricane-michael,no,not_selected
hurricane-michael_00000371,hurricane-michael,no,not_selected
hurricane-michael_00000377,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000379,hurricane-michael,no,not_selected
hurricane-michael_00000380,hurricane-michael,no,not_selected
hurricane-michael_00000386,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000387,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000388,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000389,hurricane-michael,no,not_selected
hurricane-michael_00000391,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000392,hurricane-michael,no,not_selected
hurricane-michael_00000393,hurricane-michael,no,not_selected
hurricane-michael_00000402,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000403,hurricane-michael,no,not_selected
hurricane-michael_00000404,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000405,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000406,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000408,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000409,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000410,hurricane-michael,no,not_selected
hurricane-michael_00000411,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000412,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000413,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000415,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000416,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000417,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000419,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000421,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000422,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000424,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000427,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000430,hurricane-michael,no,not_selected
hurricane-michael_00000435,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000439,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000440,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000441,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000442,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000443,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000444,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000446,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000451,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000452,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000454,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000455,hurricane-michael,no,not_selected
hurricane-michael_00000458,hurricane-michael,no,not_selected
hurricane-michael_00000460,hurricane-michael,no,not_selected
hurricane-michael_00000461,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000462,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000463,hurricane-michael,no,not_selected
hurricane-michael_00000465,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000466,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000467,hurricane-michael,no,not_selected
hurricane-michael_00000472,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000473,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000474,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000475,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000476,hurricane-michael,no,not_selected
hurricane-michael_00000479,hurricane-michael,no,not_selected
hurricane-michael_00000480,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000482,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000484,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000485,hurricane-michael,no,not_selected
hurricane-michael_00000486,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000487,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000489,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000490,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000492,hurricane-michael,no,not_selected
hurricane-michael_00000494,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000496,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000497,hurricane-michael,no,not_selected
hurricane-michael_00000498,hurricane-michael,no,not_selected
hurricane-michael_00000499,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000500,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000501,hurricane-michael,no,not_selected
hurricane-michael_00000502,hurricane-michael,no,not_selected
hurricane-michael_00000504,hurricane-michael,no,not_selected
hurricane-michael_00000505,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000509,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000511,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000512,hurricane-michael,no,not_selected
hurricane-michael_00000514,hurricane-michael,no,not_selected
hurricane-michael_00000515,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000516,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000517,hurricane-michael,no,not_selected
hurricane-michael_00000519,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000521,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000522,hurricane-michael,no,not_selected
hurricane-michael_00000523,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000524,hurricane-michael,no,not_selected
hurricane-michael_00000527,hurricane-michael,no,not_selected
hurricane-michael_00000528,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000529,hurricane-michael,no,not_selected
hurricane-michael_00000530,hurricane-michael,no,not_selected
hurricane-michael_00000535,hurricane-michael,no,not_selected
hurricane-michael_00000536,hurricane-michael,no,not_selected
hurricane-michael_00000537,hurricane-michael,no,not_selected
hurricane-michael_00000538,hurricane-michael,no,not_selected
hurricane-michael_00000539,hurricane-michael,no,not_selected
hurricane-michael_00000540,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000541,hurricane-michael,no,not_selected
hurricane-michael_00000542,hurricane-michael,no,not_selected
hurricane-michael_00000543,hurricane-michael,no,not_selected
hurricane-michael_00000546,hurricane-michael,no,not_selected
hurricane-michael_00000547,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000548,hurricane-michael,yes,stratified_diverse
hurricane-michael_00000549,hurricane-michael,yes,stratified_diverse
mexico-earthquake_00000000,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000001,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000002,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000003,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000004,mexico-earthquake,no,not_selected
mexico-earthquake_00000007,mexico-earthquake,no,not_selected
mexico-earthquake_00000008,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000009,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000011,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000013,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000015,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000017,mexico-earthquake,no,not_selected
mexico-earthquake_00000018,mexico-earthquake,no,not_selected
mexico-earthquake_00000019,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000020,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000021,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000023,mexico-earthquake,no,not_selected
mexico-earthquake_00000024,mexico-earthquake,no,not_selected
mexico-earthquake_00000027,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000029,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000030,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000031,mexico-earthquake,no,not_selected
mexico-earthquake_00000032,mexico-earthquake,no,not_selected
mexico-earthquake_00000033,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000034,mexico-earthquake,no,not_selected
mexico-earthquake_00000035,mexico-earthquake,no,not_selected
mexico-earthquake_00000037,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000039,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000040,mexico-earthquake,no,not_selected
mexico-earthquake_00000041,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000042,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000043,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000044,mexico-earthquake,no,not_selected
mexico-earthquake_00000046,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000047,mexico-earthquake,no,not_selected
mexico-earthquake_00000048,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000049,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000052,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000053,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000055,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000057,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000059,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000064,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000066,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000067,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000068,mexico-earthquake,no,not_selected
mexico-earthquake_00000070,mexico-earthquake,no,not_selected
mexico-earthquake_00000072,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000074,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000075,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000078,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000079,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000082,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000083,mexico-earthquake,no,not_selected
mexico-earthquake_00000084,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000085,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000086,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000087,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000088,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000089,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000092,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000093,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000096,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000098,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000100,mexico-earthquake,no,not_selected
mexico-earthquake_00000101,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000102,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000103,mexico-earthquake,no,not_selected
mexico-earthquake_00000104,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000105,mexico-earthquake,no,not_selected
mexico-earthquake_00000107,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000108,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000110,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000111,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000112,mexico-earthquake,no,not_selected
mexico-earthquake_00000114,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000115,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000118,mexico-earthquake,no,not_selected
mexico-earthquake_00000119,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000120,mexico-earthquake,no,not_selected
mexico-earthquake_00000122,mexico-earthquake,no,not_selected
mexico-earthquake_00000125,mexico-earthquake,no,not_selected
mexico-earthquake_00000126,mexico-earthquake,no,not_selected
mexico-earthquake_00000127,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000128,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000129,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000132,mexico-earthquake,no,not_selected
mexico-earthquake_00000136,mexico-earthquake,no,not_selected
mexico-earthquake_00000138,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000140,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000141,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000142,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000143,mexico-earthquake,no,not_selected
mexico-earthquake_00000144,mexico-earthquake,no,not_selected
mexico-earthquake_00000146,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000148,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000150,mexico-earthquake,no,not_selected
mexico-earthquake_00000151,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000152,mexico-earthquake,no,not_selected
mexico-earthquake_00000153,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000154,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000155,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000158,mexico-earthquake,no,not_selected
mexico-earthquake_00000159,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000160,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000164,mexico-earthquake,no,not_selected
mexico-earthquake_00000166,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000168,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000171,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000172,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000173,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000176,mexico-earthquake,no,not_selected
mexico-earthquake_00000177,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000179,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000181,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000182,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000184,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000185,mexico-earthquake,yes,stratified_diverse
mexico-earthquake_00000186,mexico-earthquake,yes,stratified_diverse
